hotel.name,rt.ovarll,rev.title,rev,Word count 
HolidayInn,2,“Ideal Location”,A good hotel idealy situated for access to the main shopping areas and the MRT system. The Executive Lounge is characterless but the staff are very friendly and helpful. The Lounge offers a good selection of snacks and drinks in the evening. It offers a good and fresh breakfast.The Window on the Park restaurant offers a buffet dinner but also an a la carte which is average.,413
HolidayInn,3,“Good Budget Option”,"This hotel was recommended by a few friends who had stayed at this property earlier.The front desk staff who met us early in the morning was very nice person with a good attitude and very helpful nature, as we all always request for an early check in but are always welcomed with the same reason that rooms haven't been vacated and are accommodated with rooms close to check in time itself, but for a surprise here we dint have to wait we were checked in to both our rooms within half an hour.The rooms were very neat and clean and very welcoming, the bed and pillows were very comfortable and relaxing. We chose the junior suites to stay in.So after a long flight and after a good hours nap it was time to hit the breakfast. The breakfast was very ordinary, firstly the Veg options are very very limited to 1 dish per day, also the place where breakfast is served is very small so gets really noisy and cramped up. One doesn't want to start the day with a noisy breakfast and pushing and shoving for getting yourself from the buffet. The only good part was the freshly squeezed juice that was being made and also the breakfast for young children.Also the housekeeping is very very bad, the linen etc is don't up pretty fine but they don't change the used crockery and cutlery, used cups were just left behind the way we left them, the fork and knife used was just kept back in the plate that was eaten in and left in one corner.Part of the room package had a fruit platter everyday, but when we were there we got only one fruit platter and nothing was replaced, also while the beds were done for the night, on the first day they kept chocolates near the bedside but on subsequent days it wasn't done in one room while it was done in the other room we had taken.The location of the hotel is just a stone throw away from Orchard Street, the main shopping road in Singapore.So one can keep going around the place and when tired drop by and relax for sometime and again hit back, also there is a good set of eatery's just behind the hotel with all kinds of cuisines available.Overall this hotel is an averagely nice and comfortable stay.will recommend if you are looking for a budget place close to the heart of the city.",65
HolidayInn,3,“Not far away from Orchard Road and MRT station”,"just 5 minutes to orchard road adn 10 minutes to MRT station, i spend three night in this hotel, book for 2 roms with connecting door, the room clean enough with large bed, in first room equiped with super king bed and another room with two queen bed (twin bed configuration). The negative side for this hotel is only there a charge for using WIFI.",147
HolidayInn,3,“Old Favourite Struggling to Keep Up”,"I've stayed at this Holiday Inn many times over the past twenty years due to its great location and value and experienced its many iterations and continual renovations. However, my patience was stretched to the limit during my last stay when despite prepayment and notification of a late check-in my reserved double room had been sold off a few hours hours before I arrived. l was left with a choice of the disabled room, numerous foul smelling 'smoking' rooms or a recently decorated (that very day!) paint fume ridden room. It's very hard to stay loyal and the loyalty membership now seems so redundant! Despite this painful late night mix up the management tried very hard to make amends the next day by showering me with complimentary fresh flowers, fruit, chocolates, cake and wine but I think I'll try one of my other Singapore favourites next time.",1126
HolidayInn,3,"“Super Location and Nice Hotel, friendly Staff, Badly Managed.”","My family and I had a business related trip in Singapore for 3 days and after reading many reviews online and being familiar with the different hotel chains as we live in Bali and operate an Australian service business ourselves, we decided to give the lower end of the Intercontinental group chain a go.I would like to make others aware that we are frequent travelers and on this occasion we confirmed with the hotel that they would be able to meet our expectations of traveling with 4 ( yes 4 children under 5 years old and our maid ) We have twin girls 2 yrs and a 5 and 3 year old boys and we booked 2 club rooms for 2 nights.Upon check in we were informed that only one of our interconnecting rooms were available and that we would have to wait until the guests with a late checkout to vacate before we could take possession, this being petty was a major nuisance to us after being on a flight with 2 infants and having to move into 1 room with 7 people. ( it was confirmed by the hotel that their would be no problem)Also the extra bed that we organized online and confirmed by phone while we were in Bali was not ready and they then tried to charge us for this, although to their credit they helped us here.So check in was not so smooth even though we had gone to great lengths before leaving Bali to qualify the property well to accommodate our needs. The team obviously doesn't communicate very well and this needs attention.As we booked 2 club rooms we were able to either dine in the executive lounge for breakfeast or the restaurant on the 3 rd floor , we opted for the buffeton the third floor. The breakfeast is by far and away the best part of this hotel with their being a fantastic selection of quality food from perfect scrambled eggs to smoked salmon, fresh juices pastries and coffee and the service was superb in every way!I personally commended the restaurant manager ( who I didn't know was the manager atthetime ) and thanked him for looking after my 5 year old son while choosing at the buffet selection, I had to stay and mind the table after losing one to another guest as there was only two of us in the restaurant at the time. I later found out that this restaurant manager had been at the helm for over 15 years and the breakfeast buffet ran like a well oiled machine, every single guest being welcomed into the restaurant, seated and even the senior staff helping to get coffees etc.After prganising high end Weddings and Events in Bali Indonesia and having over 22 years of experience in this industry it was clear to see they were professionals, fantastic job and well done it could have been the Intercontinental.On the down side and I don't like being negative but I think these need to pointed out online as we did at the time, Club rooms are more expensive and have benefited attached , the rooms were nicely appointed and they were quite good size which is what I look at, they gave us two rooms though with no views whatsoever except for concrete across the road, on the other side of the sixth floor would have been nice if there was availability.The porter who helped us check in and all the bag staff were fantastic and we tipped them well, although when you called called guest services to bring you a bucket of ice or help you back into your connecting room because the kids locked the door, we had to call at least 4 times before someone was sent to the room.......this was a very poor effort and if I wasn't paying so much a night for a club room , or was in a 2 star hotel I wouldn't have cared. Many of the housekeeping staff couldn't Speke English also.One of the nicest things as every traveller knows that always upgrades their rooms to a club executive whatever you want to call it is the ability to relax and usually have drinks and canapés every evening before dinner etc and these lounges are usually very good value.The first evening we just didn't even have time to enjoy this facility's we were busy with business however the next evening we decided to have a hour relaxing with a few drinks and some food. Upon entering the lounge it is very nicely presented although there are many guests outside trying to work out how to enter the lounge as it isn't very clear, and the staff member who was supposed to be on the desk at the entry to let guests in was often not there.The food canapés and general areas were really nice however the service in this lounge was so bad I literally had to sit with the bartender to make my drinks after waiting half an hour with my wife for them, they previously came out twice and were wring every time.....I could not believe this and it was totally evident that the hotel's management placed all their trainees in this lounge to serve the higher end clientelle......What the??? When I ordered a second glass of Savingnon Blanc from the waitress she didn't even know the difference between a red wine and a white......she thought it was a red. This in my opinion is just totally an acceptable having to deal with such untrained staff that had no knowledge of drinks, wines, mixing drinks and service......one lady brought my wife a glass of wine with her fist wrapped around the stem of the glass and a can of Tiger beer under her arm for myself, no coasters given out on tables unless asked for.After speaking with the duty manager , after waiting more than half an hour for our drinks she was highly embarrassed and apologetic for the pathetic service, she agreed with us that the hotel finds it very hard keeping staff and yes true to our assumptions the Club lounge was where the management placed all there trainees, this was so evident to someone in any type of service business.In conclusion I would like to say that this hotel is a fine hotel with a great location. As stated the breakfeast was the best part. Attention to detail was severely lacking and the service in the Club lounge and level was pathetic, I am hoping that management has a good read of this review and starts rectifying things. We were given a 6 pm late checkout , a $50 Taxi fare to the airport and generally many apologies for the service.",107
HolidayInn,3,“Lacks complete attention to detail. Everything is with a sorry!”,"This is an old hotel that has undergone many changes and adaptations. Booked here because of the sheer IHG loyalty factor. The property does not have a GM currently and that shows in every sphere - lack of direction.I arrived at the hotel at 3 PM with a confirmed reservation - the room was not ready. They charged my debit card for a pre-authrization till i explained what a debit card was.The next morning there was a lethal metal piece that was in the cereal. After reporting all this, the apologies seemed to flow in bagfuls. Why cannot hotels deliver the most basic service that is required?",85
HolidayInn,1,“Priority Club Members beware”,"The stay was nowhere near the value of what was being charged. The hotel charges downtown rates while being nowhere near the downtown core. Will never stay at this hotel again. Stayed at this hotel for a week and a half, spent over $4000 and ended up with no points, same thing had happened to a coworker on a separate trip a few months earlier. Claimed discounted rate, which was higher than standard room rates. Terrible experience. Will not be back. Avoid at all costs.",18
HolidayInn,3,“Friendly staffs and good location”,"Good location.walking distance to Somerset MRT,Plaza Singapore,Centrepoint Mall,313 Shopping Centre,Orchard Centre,Nearby have 24 hours 7-11,pubs... very good location.",76
HolidayInn,3,“Met expectations”,"Good location (just behind Centrepoint, Orchard Road). Close proximity to shopping centres, pubs, restaurants, MRT, banks,etc. Comfortable room/bed and nice bathroom amenities. Friendly cafe staff (breakfast) but front office staff can do better (Not so friendly and too mechanical. They seem to just want to quickly check you in and check you out like a factory line). A nice hotel to stay with minimum of fuss unless you want more attention, then head for the Raffles.....",263
HolidayInn,3,“Not bad”,"Its probably because we visited Singapore right after visiting Bali that we could feel the coldness in the hospitality of Singapore. The Holiday Inn premier room we chose for our stay was about 10 times smaller than the private Villa we were staying at Bali and we felt really good about our stuffed daily itinerary in Singapore as we would not have to spend too much time in our small room. Although I understand it is not fair to compare a hotel room to a Villa, I simply couldn't resist it. I certainly wouldn't say Holiday Inn was value for money as we were paying almost same as we paid for our Villa in Bali.However the two plus points of the hotel are the location of hotel and availability of Indian food at the Tandoor restaurant in the hotel. The hotel is located just a block away from the main Orchard street which was beautifully decorated for Christmas and has all the malls lined up there. We spent our first evening on the Orchard street shopping through the all decorated malls instead of sitting in the room. All the other things at hotel just follow the 'Holiday Inn' standards. No place to complaint really. Room service was good. Food at restaurant was 'not bad' (not great either).To conclude Holiday Inn is a safe bait as compared to other hotels in Singapore. The location is a plus. However nothing exceptionally good either. Certainly not an ideal place for honeymooners or couples looking for a cozy and relaxing stay. Try Bali for that purpose... ;-)",198
HolidayInn,3,“Good location and friendly staff”,"I stayed with my family at the Holiday Inn Orchard City Center in early Nov 2011. I had completed the booking a few weeks in advance and was confirmed in a room with double beds. On checking in, I was informed that they had only a room with a king size bed available and that they would throw in an extra bed in the room without any extra charge. They also treated us to a dinner at the Indian restaurant onsite which was a nice gesture (great food by the way, if you happen to stay at the Holiday Inn, make sure you eat there). I found the room to be quite small and less impressive than the photo that the reservation staff had shared with me earlier when I made my booking. The carpet in the room was very damp and smelly because the A/C was dripping. We informed the maintenance team and they fixed the problem but the humidity in the room did not fully go away during our stay. That said and on the whole, it was an OK experience and I would consider staying there again given the good service offered by the staff.",252
HolidayInn,3,“Service definately needs improvement”,"I'll start with the positive things about this hotel - its in a great location, very close to Orchard Road, the rooms are nice aside from the somewhat terrible backwash toilet smell and the reception area is lovely, the breakfast is great with a good selection.... however its let down by what I can only describe as inconsistent levels of customer service. The breakfast staff were great - all very friendly and helpful but don't think for one moment that it extends to the all other staff. The majority of which either forget to come back to you, have no idea at all and give different information whenever you call or don't really seem to care. We had a complete debacle with the internet. When we first arrived we were told it wasn't included in the room rate, then we were told it was included in a $48 ++ per day rate and then after all this (3 days later) we discover its actually free. My advice is - don't book this place at the pretty expensive rate it is without getting the complimentary wi fi. We have stayed all over the world and I was shocked that a hotel like this in the IT capital of the world charges $1 a minute for the internet in the business centre! I mean come on. While this hotel is nice, there were some major drawbacks that the hotel needs to be sorted out - the first of which should be customer service training!",87
HolidayInn,3,"“Awful front desk, professional executive lounge”","We are platinum club member and we booked an executive room for a 10-day stay in this hotel. The hotel was in good location, clean and comfortable. Yet, the front desk staff (rude and impolite, simply unprofessional, we could hardly believe how rude we were treated) can really drag down the overall impression about this hotel and our overall stay. This mentioned, we found the staff in executive lounge very professional and helpful, so they compensated for the awful attitude we had with the front desk staff.",37
HolidayInn,3,“Not value for mooney!”,Just back from a week here on business.Hotel was up to it's usual high standards --- however £2000 for a week in a fairly non descrip room - I don't think it was good value for money.,68
HolidayInn,1,“tender service”,"i would like to thank all executive lounge staff for making my trip successful.its just a wonderful time with u guys.you all are best.everthng is perfect in this hotel.this is the proper place to be stay.i impressed with the service harry always remember my drinks whnever i come he serve me my fav drink.he is a superstar,thank u all and i recommend everybdy to stay in holiday inn",160
HolidayInn,3,“Nice enough - but service is based on quantity not quality”,"I have stayed at this hotel a number of times and while the location is very good and the rooms are comfortable, the service falls well short. There appears to be staff everywhere, but I would rather see less of them in exchange for a few staff capable of delivering quality service. The executive club staff are a case in point, where staff are almost overbearing in numbers, but few really look closely to determine what guests require. The staff are all very friendly (sometimes too friendly) but not very observant. As an example, 4 staff standing next to empty food/drink containers shows a lack of training and proper management oversight. Sleep was very difficult because of the volume of the \Muzak\"" playing in the corridors. It made the overall experience very unpleasant.As a premium member of the chain's loyalty program, I was very dissapointed with the service from check-in to check out. I will probably not stay there again.""",39
HolidayInn,3,"“rooms nice, beware of internet”","Rooms are small but nice and very clean. Location is good. Just be aware of internet charges which are $29 a day, plus taxes. When I checked out, they tried to charge me for more days than I used.",163
HolidayInn,3,“Not as Good as Expected”,"I had high expectations after reading from Tripadvisor about this hotel. However, the actual stay failed my expectations quite a bit.Though the photos on Tripadvisor look all kinda fancy, the hotel is actually quite dated. It just has a depressing feeling which didn't make me feel happy. I am a Platinum member of the Priority Club, but I didn't get any recognition. No free internet, no free breakfast. Not sure if my room got upgraded or not either. I asked for a non-smoking room but got a smoking junior suite, which wasn't really a suite, but more like a bigger version of a normal room. The room size is decent. Room is quiet. Everything is clean. Breakfast buffet was okay. Staff at the restaurant were friendly.I switched to the Traders the next two nights and got a room almost the same price. The Traders has smaller rooms and location not as great as this Holiday Inn, but the overall experience was much better.",95
HolidayInn,3,“Nice Hotel in Good Location”,This is a nice hotel right next to Orchard Rd. It is what you would expect from Holiday Inn. My only issue is for the business traveler the internet charges are a ripp-off. I use the internet quiet a bit as I need to keep my business running when traveling. At almost $30 per day or just a hour per day is just not on when many good hotels provide it free. As a result I did not use Holiday Inn for the next 2 destinations on this trip which I had intended to do.,139
HolidayInn,3,“Inconsistent and No Platinum Recognition”,"The quality of this stay was hampered by a lukewarm welcome and inconsistent service.Goods:Floor, lounge and pool staff were very friendly.The pool.Not So Goods:No Platinum recognition - \as a Priority Club member you receive two free drinks\""Stange lottery at desk - choose another reward - \""Congatulations! A free drink\""No upgrade - \""Subject to availablity\"" - The higher floors looked empty to me!Bizarre letter from guest relations regarding use of Club Lounge by visitors - we haven't had visitors in any of our previous stays and would not presume to entertain in the Club Lounge. This facility was showing a lot of improvement post renovation.I am sorry to see that what was my favourite hotel in Singapore for value for money has slipped. The location is still great but the management attitude to higher level Priority Club members is disappointing.""",174
HolidayInn,1,“Disappointed!!!”,"I booked the hotel due to its location near Orchard Road. Everything seemed to be fine up till the day of check out. When I checked out, I realised that the hotel has included an extra charge of about SGD 300-400 (which was inconsistent with my booking confirmation). The hotel staff failed to explain why and said that it was a mistake on their end. I had to wait for nearly an hour for the hotel staff to sort out the bill as a result. However, when I received my credit card bill today, I realised that an extra SGD 371.93 has been charged to my card. I am trying to write to the hotel to ask for refund now. I am truly disappointed with the services provided by the hotel!! Despite the time I wasted waiting for them to fix the bill/invoice, they still didn't manage to solve the problems. Please be careful when you book the hotel as what they state on the booking confirmation may not be what they charge you!!!",86
HolidayInn,3,"“Value for money, but not the best location in orchard road.”","Like what the title suggests, this hotel is definitely value for money. the rooms are modern, clean and comfortable, but are on the smaller side. the location, however, is not the greatest for shopping as its in the end of orchard road kinda far from the big name shopping malls. in terms of location, you're better off at the mandarin meritus -- that is, if you're there to shop til you drop. there are lots of food stalls around the area, if that's what you're after.",125
HolidayInn,3,“Standardhotel with higher price”,"This hotel is situated in the heart of Singapore - the Orchard Road. It's a typical Holiday Inn hotel with good facilities. Only the prices are too high. Priority Club Platinums are not able to receive extraordinary benefits as per discision of the hotel management.The room was nice with a brand new flat screen TV, nice bathroom and a nice wardrobe.Next door the hotel you find a very good Food Yard with all of different food: Western, Thai, Chinese, Indian, Italian etc. etc.Very good possibilities for shopping and other businesses, the closest Metro Station is the Sunset with the red NorthSouth line. To the hotel management: Please reconsider your price policy and the treatment for Priority Club Platinums. Then you would have more satisfied guests!",86
HolidayInn,3,“cold reception”,"we took a 2 & half hour flight to Singapore, check in to the hotel on eve of my wife birthday celebration, as was expecting the same reception as holiday inn Silom, Bangkok when we stayed there a few month back but left with much to be desired unfortunately, surely the impression was the front office staff have much to learn from their compatriot hospitality back in Thailand..as far as we're concern will try to stay at other hotel when planning on another trip to Singapore.",320
HolidayInn,3,“The Typical Holiday Inn Experience”,"Stayed in this hotel for 5 nights, got their special weekend rate on the hotel's site for an executive room with 2 double beds. I have stayed in other Holiday Inn hotels, and must say that overall it was the typical Holiday Inn experience. Nothing really great to make noise about, and nothing that bad to merit a negative feedback. Executive lounge was appropriately equipped with coffee machine, wine chiller, and wifi. Breakfast was ho-hum as it had the usual everyday of eggs, bacon, sausages, breads. Cocktails was served 6-8pm everyday which included wine and some sushi. Room had musty beddings which surprised me because we stayed in a fairly newly renovated room. But it was solved as I had the beddings changed. Our package included 2 pcs laundry everyday and it was promptly given back before 6pm. Location was just a corner away from Orchard Rd which gave it a plus in my opinion.The only glitch I had about this whole experience was about booking. I had booked a few weeks prior to our arrival on their special weekend rate and was disappointed to see a slightly lower rate for the same room a week before our arrival. I called the hotline which then gave me the number directly to the hotel in Singapore so that I may have the rate adjusted. I called them and they said that since I booked it on that rate I couldn't have it adjusted. This kind of irritated me as I am a priority club member and thought they should have been more accommodating on this as other hotel chains who have lowest booking guarantee on their sites usually honor a cheaper rate when it turns up. I would stay in this hotel again if I find a good rate. I would not however give it such an excitedly awesome review as others have. For me it was standard for the price.",318
HolidayInn,3,“Location - good for Orchard Road but noise from bars/nightclubs”,"We stayed in this hotel because it offered a family room (2 double beds). We stayed on a smoking floor because it would have cost more to have a non-smoking room (can't work out why it would be more expensive). There was a smell of stale smoke but we did get used to the smell. The room was a typical hotel room - nothing special and nothing terrible. I loved the shower and bath but it was difficult to get into due to the high and wide barrier. The shower head was great - strong spray that you could adjust as required. The staff were friendly. The pool was medium sized and set up nicely with shaded seats and sunlounges. The spa pool was out of order when we were there. I had to use the Business Centre internet twice. It was explained to me that the costs were 50 cents per minute so I tried to keep my use right down. It was not explained to me how to actually 'stop the clock' (end the session) - so both times I was caught out paying extra. They charge for part minutes as well - so I paid for a full minute while trying to work out how to stop the clock - I had gone 7 seconds over (the first time the staff member stopped the clock when I went looking for them). Anyway my recommendation is to go out and find an internet cafe - don't bother with the Business Lounge at all. The location for shopping and food on Orchard Road is excellent .... the only problem is we were kept awake at night by the nightclubs at the back of the hotel. Also, there are a few sex shops in the vicinity - not so great for families. However, these can be avoided by going through the plaza at the back of the hotel.",216
HolidayInn,3,“Extra charge by the IHG hotels”,"We recently stayed at this hotel as we have done many times before, but this time we were charged and extra $30.00 a night for the second person. I have never heard of this before. Apparently this is now the common practice in Asia and internationally, that this hotel chain will charge the extra $30.00. I cannot understand why, we booked a room for 2 people which included breakfast for 2 people. I have the confirmation saying that it is for 2 people, yet they are now saying that more than one person in a room is an extra charge. When you have 2 people in a room you pay an extra $30.00. I am really confused that they can advertise a price for 2 people and then slug you another $30.00 a night. I am not sure if I will re book this hotel again. We all should write to these hotels and complain, as I cannot understand how they can justify this charge. Please everyone we need to complain and be heard. Now that this hotel chain has started this charge all the others will follow. Our holidays will end up costing more and it is hard enough now to try and have a holiday without the hotels adding extra charges to our bill.",173
IBIS_BEN,3,"“Great staff and great location, pity about the dance music”","Three of us stayed at this hotel for three nights from 10/4/2010. Everyone who works in this hotel is fabulous and the location is superb. We had a room on the seventh floor which was comfortable and clean. Our room was at the rear of the building away from a very busy main road so we thought ourselves to be lucky. Quite to the contrary. There is a strip of bars and dining venues that extend one block from the side and rear of the hotel down to Orchard road. Its popular with younger people and the dance music kicks off at about 10.30pm and continued, without stop, through to 4.00am. We stayed at the hotel on a Saturday, Sunday and Monday night and this happened each night. Im usually a very deep sleeper but the continual thud of the music drove all of us insane. If this hotel was quiet I would absolutely stay here again but all the good points are outweighed by the inability to get a reasonable nights sleep.",308
IBIS_BEN,3,“Ask for a room away from the expressway!”,"My wife and two kids stayed at this hotel for three nights. The first room they gave us was facing the expressway (why don't any of the reviews on Trip Advisor mention that half of the hotel faces/overlooks one of the busiest highways in city???). I asked for another room that would be quieter, and they gave us a room on the 3rd floor, on the \quieter\"" side of the hotel. However, the other side also faces a road, and there was an open air restaurant (open late) about 70 meters from our room. In addition, a large group of men seemed to congregate nightly on the street just outside our room, talking loudly until nearly midnight. All of this, in addition to the screaming drunk guys in the room next to us, playing cards/shouting until 3 in the morning ------ well, it did not make the best impression.Other problems?1. The hot tub did not look like it had been cleaned in ages, with little brown bits floating everywhere.2. The pool for children is extremely slippery and very unsafe if children are not very carefully monitored. My daughter (4 years old) lost her balance and could not regain it, because she kept slipping, but luckily I was right there to help her.On the positive side, as others have mentioned, the staff are fine, and the rooms are fine. The breakfast if fine as well, though they close things down precisely at the end of breakfast, in a kind of frenzy. So, overall, a very, very average experience. Granted, the noise issues are a result of a poor location. But, there were a number of others small things that added up over three days, contributing to the overall \""average\"" experience. But, then again, this is the Holiday Inn, so I suppose I should not have gotten my hopes up.""",34
IBIS_BEN,3,“Totally satisfactory”,"Clean, well located. Front desk staff not very helpful, but typical for Singapore. Restaurant is surprisingly good, don't be afraid to try it. Like the convenience of the laundry room for a long stay.",59
IBIS_BEN,2,“Room Key doesnt work the 3 day in a row”,"Check-in was slow as usual, Stayed here before and this time is the worse, Room card not working as i went up to my room came down to get a new key then up again still doesnt work, came down again staff with a master key got it going but 3 days in a row same thing.. Bad experience...",39
IBIS_BEN,3,“In heart of Bugis Street”,"This hotel is right in the heart of Bugis Street, where we were able to go to the local breakfast place amongst the locals.Room was small, clean and of Ibis quality.Sleep here was good after a flight from Brisbane.",54
IBIS_BEN,3,“Does what it says on the tin”,"While well located, this hotel is not particularly anything. It's fast, cheap(ish) and entirely inoffensive. The bed was comfortable, the hot water strong (though the bathroom was quite out of date) and the towels somewhere between fluffy and sandpaper. Staff were efficient without being intrusive or abrupt. No surprises, no delights. Simple, efficient, clean.",246
IBIS_BEN,3,"“Cheap, clean, but something was missing”","Ibis presented what I thought was a good cheap mid range option in Singapore in a central location. There were complications with extending my stay one night, apparently I had to rebook back on the Ibis website to extend at the same rate and re-check in the next day. Then I booked a double bed and ended up with a twin, and despite asking they said they were running short of doubles and could not swap rooms. The bed was very uncomfortable (I made the mistake of taking the advice of a previous reviewer that the beds here were comfortable - should have known better for a budget hotel, my fault entirely). The food options near the hotel are very good as you are right in the middle of Bugis and chinatown. This is good, because the food available at the hotel is very average and quite expensive considering what's nearby. Also, they promote food at the restaurant or in your room 24/7 (no room service by the way), but actually there is no breakfast available except buffet in the restaurant and only if you have it included. Check in and check out was same as any hotel. So it did what it said it would - a clean room no frills. I personally want a bit more from my hotel, so this will inspire me to spend a little more next time. But if cheap is what you want, then this is a fine option.",133
IBIS_BEN,3,"“Central, reasonable hotel”","Overall, a good experience - comfortable and clean room, decent breakfast etc (although the fridge is so small I couldn't even get a bottle of water in it! Definitely worth the price but when I went to book a second stay for a visit three weeks later (using the same sites I'd used before to book), the price had gone up by over 50% - this makes it hard to recommend the hotel. At the first price, it probably warrants 4 stars but at the second price… well, there are many comparable hotels better located for cheaper rates.The staff were less knowledgeable than I would expect for a hotel of this sort and the location, while good, is a bit awkward to get to with public transit. Fortunately, taxis are cheap and reliable.",151
IBIS_BEN,1,“Bad...really bad experience here!”,"I booked online and reached at 1pm there. Being a gold card member, I could have early check-in. They made me wait for 1.5 hrs saying room cleaning is going on. I wonder anyone cleans the room (such a small room!) for 1.5 hrs. And every 15mins I had to go to the reception and remind them that Iam still waiting. Then they start searching my details everytime and I got the same reply...\sorry sir, room is being cleaned. I will push the housekeeping\""....never seen such hospitality (!!!!) in any Asian hotels...atleast not in any accor hotels this side. They gave me a smoking room with no matches/lighter. Poor selection of breakfast. Nothing like Singapore special there! Had to queue up for taxi everytime. Receptionist gave me totally a wrong direction to Mustafa centre. She must have been confused with \""left\"" and \""right\"".....anyway, this will be my last in Ibis, Bencoolen!""",211
IBIS_BEN,1,“would not stay here again”,Having stayed at this hotel before I found it to be reasonable so I thought I would try it again.The second time was not so good.When we first got there we asked for a room on a higher floor of which we were told that we would have to wait about 30 minutes even thought it was past checkin time.Having just traveled 16 hrs on a flight this news was hard to take so I settled for the lower floor.When we got to our rooms the key did not work so after a long process we finally got into the room.After we unpacked we went down to get some ice.We asked the bar tender for some ice so he went away and come back and said what would you like.I said ICE.This happened four times until we finally got some ice.We found that it was hard to sleep due to the hard beds and noisy corridor.On our last day we had organised for a late check out but when we got back we found that we had been locked out of our room and had to go down to reception to sort it out.Clearly these problems do not add to a good holiday.I think next time we will try the Mecure.,59
IBIS_BEN,3,“Good Location”,"The room was satisfactory for my overnight stay in Singapore. A bit on the pricey side (but many things are in Singapore). Location was great with access to all the things I needed during my stay. Room conditions were fine, although I would have preferred if the air conditioning was a bit cooler and the room not as snug.",43
IBIS_BEN,3,“Ibis- always the same”,The rooms are a bit tired and so many on the floor - it can be very noisy sometimes; The selection in the breakfast is rather poor and somehow tasteless;The location – while not amazing- is still good enough to explore the city;,64
IBIS_BEN,3,“Convenient good find”,"For three nights in Singapore, I chose the Ibis for location and price. Room was acceptable, a bit small but clean. Disappointingly, breakfast was not included and I could find no good places nearby. Staff were friendly and helpful. The hotel is walking distance to shopping if you like malls. I have no specific complaints but I would probably upgrade on my next trip.",41
IBIS_BEN,3,“Basic hotel for business travel”,"Small compact rooms just for business travellers. Nothing much to offer in this hotel but I suppose that is what IBIS stands for. It meets your basic needs of a decent bed, clean toilet, good WIFI and just about sufficient bar.",168
IBIS_BEN,3,“Clean hotel in good location”,"I discovered that hotels in Singapore are very expensive. Ibis was one of the cheaper 3 to 4 star hotels that I found. Room was basic and clean. Staff were all very friendly and helpful. I chose a package that included breakfast. There was a good selection of European and Asian foods. Bus stop right out the front of the hotel. At the rear entrance to the hotel is the set down/pick up area with concierge. Taxi's were very convenient from here and compared to Aussie taxi prices, very cheap. There are several shopping malls in easy walking distance and a 711 store located in the same building. The only negative was lack of supplies in the room. Only two sachets of coffee and two sachets of sugar. Only one small soap between two of us. Having said that, when I asked for more supplies they were happily provided. The single beds were very firm, which suited me but I am sure some would find them uncomfortably hard.",66
IBIS_BEN,3,“Not suitable even if you are not claustrophobic”,"The entire room is smaller than my bathroom. Hardly any space to walk around (expected slightly bigger room for the money). Nice decor, good location and good breakfast. Very inefficient check out and even after filling out the membership form, they have not registered me yet (after 8 months). Word of advice: if you are in a hurry, take the stairs because elevators are ridiculously slow.",252
IBIS_BEN,3,“Budget Hotel@Great Location”,"Its an IBIS chain budget hotel, centrally located with good service & efficient staff, though a bit overpriced.1. Location is great. BUGIS MRT is only 5 mnts. walk and many restaurants with local as well International cuisine very nearby. Also, there is one weekly interesting local flee-market/Bazaar very near to it.2. Rooms are clean, but small & compact in size. Kettle, Tea/coffee and safe-unit are provided in the room. Beds are nice clean and with a small TV, small wash-room, its a basic budget room.3. Hotel has many rooms and free fast wi-fi accessible from everywhere. Considering no. of rooms, the no. of lifts are less though.4. Hotel has couple of restaurants, with 24 hr coffee shop. The breakfast spread is decent with Juices, Cereals, Fruits, Bread, Eggs and many Veg. as well many Non-veg. options. So I had a breakfast which was very filling, with many choices available.5. The service is quick, fast and efficient. Both check-in and check-out was a breez. They also have 15 minutes guarantee service which really works. The staff is courteous and helpful, especially will mention about Ms. Kimberly, who made my stay comfortable with prompt service, and always with a smile!6. While its a budget hotel, I found it to be a bit-overpriced and would have given a much higher ratings, if they reduce their price by say 20% down.Overall its a good budget hotel with great location, good service and efficient staff , a bit-overpriced though. Will recommend to stay for a small stay.",57
IBIS_BEN,3,“Value for money”,This hotel is bang in the heart of the city. Very close to famous landmarks of Singapore. Close to the bus & train stations. The rooms are very small (IBIS standards) only recommended for 2 people in a room. There is no place for third person to accompany. A good hotel option for business & transit travelers.,111
IBIS_BEN,3,“Enjoyable stay”,"Room is pretty small, bathroom is very small especially the area for shower.Cleanliness could improve: I saw some hair on the hairdryer, which ain't mine. And another on the toilet seat.All staffs are pleasant and they try their best to fulfill our needs.Checking in & out is smooth sailing. There is a free shuttle to Universal Studio opposite of the hotel (Summer View Hotel). The Thai restaurant next to Summer View Hotel serves good food *thumbs up*7-11 is just next door, and few shopping malls just walking distance away. You can hop onto taxis and buses here easily, and you won't go hungry as there's lots of restaurants/ street food nearby.",64
IBIS_BEN,3,“Singapore holiday”,"Me & my wife spent 4 nights in Singapore of which 1 was spent at Ibis. It's a nice, clean, fresh hotel. But we found the rooms too small for our liking. I don't think they offer room service either. Would recommend it for business travelers or some1 who is transiting. But not if you're traveling with your wife & family on a holiday.",92
